movie_id,index,year,oscars_held,category,name,film_title,character_name,honorary_statement,description,note,act_dir,winner_type
13,1773.0,1994,67.0,VISUAL EFFECTS,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",Forrest Gump,,,,,False,Single Winner
13,1774.0,1994,67.0,WRITING (Screenplay Based on Material Previously Produced or Published),Eric Roth,Forrest Gump,,,,,False,Single Winner
10714,2432.0,2016,89.0,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,,,,,False,Single Winner
8587,1763.0,1994,67.0,MUSIC (Original Score),Hans Zimmer,The Lion King,,,,,False,Single Winner
8587,1764.0,1994,67.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,The Lion King,,,,,False,Single Winner
1637,1771.0,1994,67.0,SOUND,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed,,,,,False,Single Winner
1637,1772.0,1994,67.0,SOUND EFFECTS EDITING,Stephen Hunter Flick,Speed,,,,,False,Single Winner
10436,1723.0,1993,66.0,COSTUME DESIGN,Gabriella Pescucci,The Age of Innocence,,,,,False,Single Winner
57834,1747.0,1994,67.0,ACTRESS IN A LEADING ROLE,Jessica Lange,Blue Sky,Carly Marshall,,,,True,Single Winner
5503,1717.0,1993,66.0,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,Samuel Gerard,,,,True,Single Winner
329,1740.0,1993,66.0,SOUND,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park,,,,,False,Single Winner
329,1741.0,1993,66.0,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",Jurassic Park,,,,,False,Single Winner
329,1742.0,1993,66.0,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park,,,,,False,Single Winner
788,1732.0,1993,66.0,MAKEUP,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire,,,,,False,Single Winner
9800,1716.0,1993,66.0,ACTOR IN A LEADING ROLE,Tom Hanks,Philadelphia,Andrew Beckett,,,,True,Single Winner
9800,1734.0,1993,66.0,MUSIC (Original Song),Music and Lyric by Bruce Springsteen,Philadelphia,,,,,False,Single Winner
713,1718.0,1993,66.0,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,Ada,,,,True,Single Winner
713,1719.0,1993,66.0,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,The Piano,Flora,,,,True,Single Winner
713,1744.0,1993,66.0,WRITING (Screenplay Written Directly for the Screen),Jane Campion,The Piano,,,,,True,Single Winner
424,1720.0,1993,66.0,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,,,,,True,Single Winner
424,1721.0,1993,66.0,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,,,,,False,Single Winner
424,1722.0,1993,66.0,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,,,,,False,Single Winner
424,1724.0,1993,66.0,DIRECTING,Steven Spielberg,Schindler's List,,,,,True,Single Winner
424,1727.0,1993,66.0,FILM EDITING,Michael Kahn,Schindler's List,,,,,False,Single Winner
424,1733.0,1993,66.0,MUSIC (Original Score),John Williams,Schindler's List,,,,,False,Single Winner
424,1743.0,1993,66.0,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,,,,,False,Single Winner
25403,1830.0,1996,69.0,SHORT FILM (Live Action),"David Frankel, Barry Jossen",Dear Diary,,,,,False,Single Winner
251,1628.0,1990,63.0,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,Ghost,Oda Mae Brown,,,,True,Single Winner
251,1654.0,1990,63.0,WRITING (Screenplay Written Directly for the Screen),Bruce Joel Rubin,Ghost,,,,,True,Single Winner
812,1704.0,1992,65.0,MUSIC (Original Score),Alan Menken,Aladdin,,,,,False,Single Winner
812,1705.0,1992,65.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,Aladdin,,,,,False,Single Winner
280,1672.0,1991,64.0,MAKEUP,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,,,,,False,Single Winner
280,1680.0,1991,64.0,SOUND,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,,,,,False,Single Winner
280,1681.0,1991,64.0,SOUND EFFECTS EDITING,"Gary Rydstrom, Gloria S. Borders",Terminator 2: Judgment Day,,,,,False,Single Winner
280,1682.0,1991,64.0,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,,,,,False,Single Winner
268,1600.0,1989,62.0,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,,,,,True,Single Winner
274,1655.0,1991,64.0,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Silence of the Lambs,Dr. Hannibal Lecter,,,,True,Single Winner
274,1657.0,1991,64.0,ACTRESS IN A LEADING ROLE,Jodie Foster,The Silence of the Lambs,Clarice Starling,,,,True,Single Winner
274,1661.0,1991,64.0,BEST PICTURE,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",The Silence of the Lambs,,,,,False,Single Winner
274,1664.0,1991,64.0,DIRECTING,Jonathan Demme,The Silence of the Lambs,,,,,True,Single Winner
274,1683.0,1991,64.0,WRITING (Screenplay Based on Material Previously Produced or Published),Ted Tally,The Silence of the Lambs,,,,,False,Single Winner
10020,1674.0,1991,64.0,MUSIC (Original Score),Alan Menken,Beauty and the Beast,,,,,False,Single Winner
10020,1675.0,1991,64.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,,,,,False,Single Winner
10895,214.0,1940,13.0,MUSIC (Original Score),"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,,,,,False,Single Winner
10895,216.0,1940,13.0,MUSIC (Song),Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,,,,,False,Single Winner
275,1807.0,1996,69.0,ACTRESS IN A LEADING ROLE,Frances McDormand,Fargo,Marge Gunderson,,,,True,Single Winner
275,1835.0,1996,69.0,WRITING (Screenplay Written Directly for the Screen),"Ethan Coen, Joel Coen",Fargo,,,,,True,Single Winner
532,1797.0,1995,68.0,SHORT FILM (Animated),Nick Park,A Close Shave,,,,,False,Single Winner
85778,1754.0,1994,67.0,DOCUMENTARY (Feature),"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision,,,,,False,Single Winner
602,1833.0,1996,69.0,VISUAL EFFECTS,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",Independence Day,,,,,False,Single Winner
9327,1822.0,1996,69.0,MAKEUP,"Rick Baker, David LeRoy Anderson",The Nutty Professor,,,,,False,Single Winner
3573,1824.0,1996,69.0,MUSIC (Original Musical or Comedy Score),Rachel Portman,Emma,,,,,False,Single Winner
238,1117.0,1972,45.0,ACTOR,Marlon Brando,The Godfather,Don Vito Corleone,,,Mr. Brando refused the award.,True,Single Winner
238,1122.0,1972,45.0,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,,,,,False,Single Winner
238,1141.0,1972,45.0,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,,,,,False,Single Winner
27854,289.0,1943,16.0,ACTRESS IN A SUPPORTING ROLE,Katina Paxinou,For Whom the Bell Tolls,Pilar,,,,True,Single Winner
981,204.0,1940,13.0,ACTOR,James Stewart,The Philadelphia Story,Mike Connor,,,,True,Single Winner
981,228.0,1940,13.0,WRITING (Screenplay),Donald Ogden Stewart,The Philadelphia Story,,,,,False,Single Winner
2769,517.0,1951,24.0,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",An American in Paris,,,,,True,Single Winner
2769,518.0,1951,24.0,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,,,,,False,Single Winner
2769,520.0,1951,24.0,CINEMATOGRAPHY (Color),Alfred Gilks; Ballet Photography by John Alton,An American in Paris,,,,,False,Single Winner
2769,522.0,1951,24.0,COSTUME DESIGN (Color),"Orry-Kelly, Walter Plunkett, Irene Sharaff",An American in Paris,,,,,False,Single Winner
2769,531.0,1951,24.0,MUSIC (Scoring of a Musical Picture),"Johnny Green, Saul Chaplin",An American in Paris,,,,,False,Single Winner
2769,542.0,1951,24.0,WRITING (Story and Screenplay),Alan Jay Lerner,An American in Paris,,,,,False,Single Winner
164,826.0,1961,34.0,MUSIC (Music Score of a Dramatic or Comedy Picture),Henry Mancini,Breakfast at Tiffany's,,,,,False,Single Winner
164,828.0,1961,34.0,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Breakfast at Tiffany's,,,,,False,Single Winner
3078,72.0,1934,7.0,ACTOR,Clark Gable,It Happened One Night,Peter Warne,,,,True,Single Winner
3078,73.0,1934,7.0,ACTRESS,Claudette Colbert,It Happened One Night,Ellie Andrews,,,,True,Single Winner
3078,77.0,1934,7.0,DIRECTING,Frank Capra,It Happened One Night,,,,,True,Single Winner
3078,81.0,1934,7.0,OUTSTANDING PRODUCTION,Columbia,It Happened One Night,,,,,False,Single Winner
3078,89.0,1934,7.0,WRITING (Adaptation),Robert Riskin,It Happened One Night,,,,,False,Single Winner
13528,316.0,1944,17.0,ACTRESS,Ingrid Bergman,Gaslight,Paula Alquist,,,,True,Single Winner
13528,318.0,1944,17.0,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky",Gaslight,,,,,True,Single Winner
28288,80.0,1934,7.0,MUSIC (Song),Music by Con Conrad; Lyrics by Herb Magidson,The Gay Divorcee,,,,,False,Single Winner
284,782.0,1960,33.0,ART DIRECTION (Black-and-White),Art Direction:  Alexander Trauner;  Set Decoration:  Edward G. Boyle,The Apartment,,,,,True,Single Winner
284,784.0,1960,33.0,BEST MOTION PICTURE,"Billy Wilder, Producer",The Apartment,,,,,False,Single Winner
284,789.0,1960,33.0,DIRECTING,Billy Wilder,The Apartment,,,,,True,Single Winner
284,792.0,1960,33.0,FILM EDITING,Daniel Mandell,The Apartment,,,,,False,Single Winner
284,806.0,1960,33.0,WRITING (Story and Screenplay--written directly for the screen),"Billy Wilder, I. A. L. Diamond",The Apartment,,,,,True,Single Winner
239,758.0,1959,32.0,COSTUME DESIGN (Black-and-White),Orry-Kelly,Some Like It Hot,,,,,False,Single Winner
4808,1475.0,1984,57.0,SHORT FILM (Animated),"Jon Minnis, Producer",Charade,,,,,False,Single Winner
289,294.0,1943,16.0,DIRECTING,Michael Curtiz,Casablanca,,,,,True,Single Winner
289,302.0,1943,16.0,OUTSTANDING MOTION PICTURE,Warner Bros.,Casablanca,,,,,False,Single Winner
289,313.0,1943,16.0,WRITING (Screenplay),"Julius J. Epstein, Philip G. Epstein, Howard Koch",Casablanca,,,,,False,Single Winner
11113,893.0,1964,37.0,ACTOR,Rex Harrison,My Fair Lady,Professor Henry Higgins,,,,True,Single Winner
11113,898.0,1964,37.0,ART DIRECTION (Color),"Art Direction:  Gene Allen, Cecil Beaton;  Set Decoration:  George James Hopkins",My Fair Lady,,,,,True,Single Winner
11113,899.0,1964,37.0,BEST PICTURE,"Jack L. Warner, Producer",My Fair Lady,,,,,False,Single Winner
11113,901.0,1964,37.0,CINEMATOGRAPHY (Color),Harry Stradling,My Fair Lady,,,,,False,Single Winner
11113,903.0,1964,37.0,COSTUME DESIGN (Color),Cecil Beaton,My Fair Lady,,,,,False,Single Winner
11113,904.0,1964,37.0,DIRECTING,George Cukor,My Fair Lady,,,,,True,Single Winner
11113,911.0,1964,37.0,MUSIC (Scoring of Music--adaptation or treatment),Andre Previn,My Fair Lady,,,,,False,Single Winner
11113,918.0,1964,37.0,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",My Fair Lady,,,,,False,Single Winner
6620,615.0,1954,27.0,COSTUME DESIGN (Black-and-White),Edith Head,Sabrina,,,,,False,Single Winner
804,577.0,1953,26.0,ACTRESS,Audrey Hepburn,Roman Holiday,Princess Anne,,,,True,Single Winner
804,584.0,1953,26.0,COSTUME DESIGN (Black-and-White),Edith Head,Roman Holiday,,,,,False,Single Winner
804,603.0,1953,26.0,WRITING (Motion Picture Story),Dalton Trumbo,Roman Holiday,,,,"The screen credit and award were originally credited to Ian McLellan Hunter, who was a ""front"" for Dalton Trumbo.  On December 15, 1992, the Academy's Board of Governors voted to change the records and award Mr. Trumbo with the achievement.  Ian McLellan Hunter's name was removed from the Motion Picture Story category.  The Oscar was posthumously presented to Trumbo's widow on May 10, 1993.",False,Single Winner
630,191.0,1939,12.0,MUSIC (Original Score),Herbert Stothart,The Wizard of Oz,,,,,False,Single Winner
630,193.0,1939,12.0,MUSIC (Song),Music by Harold Arlen; Lyrics by E. Y. Harburg,The Wizard of Oz,,,,,False,Single Winner
770,183.0,1939,12.0,ACTRESS,Vivien Leigh,Gone with the Wind,Scarlett O'Hara,,,,True,Single Winner
770,184.0,1939,12.0,ACTRESS IN A SUPPORTING ROLE,Hattie McDaniel,Gone with the Wind,Mammy,,,,True,Single Winner
770,185.0,1939,12.0,ART DIRECTION,Lyle Wheeler,Gone with the Wind,,,,,True,Single Winner
770,187.0,1939,12.0,CINEMATOGRAPHY (Color),"Ernest Haller, Ray Rennahan",Gone with the Wind,,,,,False,Single Winner
770,188.0,1939,12.0,DIRECTING,Victor Fleming,Gone with the Wind,,,,,True,Single Winner
770,189.0,1939,12.0,FILM EDITING,"Hal C. Kern, James E. Newcom",Gone with the Wind,,,,,False,Single Winner
770,194.0,1939,12.0,OUTSTANDING PRODUCTION,Selznick International Pictures,Gone with the Wind,,,,,False,Single Winner
770,203.0,1939,12.0,WRITING (Screenplay),Sidney Howard,Gone with the Wind,,,,,False,Single Winner
15,253.0,1941,14.0,WRITING (Original Screenplay),"Herman J. Mankiewicz, Orson Welles",Citizen Kane,,,,,False,Single Winner
62,1036.0,1968,41.0,SPECIAL VISUAL EFFECTS,Stanley Kubrick,2001: A Space Odyssey,,,,,False,Single Winner
223,210.0,1940,13.0,CINEMATOGRAPHY (Black-and-White),George Barnes,Rebecca,,,,,False,Single Winner
223,217.0,1940,13.0,OUTSTANDING PRODUCTION,Selznick International Pictures,Rebecca,,,,,False,Single Winner
4174,355.0,1945,18.0,MUSIC (Music Score of a Dramatic or Comedy Picture),Miklos Rozsa,Spellbound,,,,,False,Single Winner
381,644.0,1955,28.0,CINEMATOGRAPHY (Color),Robert Burks,To Catch a Thief,,,,,False,Single Winner
17281,726.0,1958,31.0,ART DIRECTION,"Art Direction:  William A. Horning, Preston Ames;  Set Decoration:  Henry Grace, Keogh Gleason",Gigi,,,,,True,Single Winner
17281,727.0,1958,31.0,BEST MOTION PICTURE,"Arthur Freed, Producer",Gigi,,,,,False,Single Winner
17281,729.0,1958,31.0,CINEMATOGRAPHY (Color),Joseph Ruttenberg,Gigi,,,,,False,Single Winner
17281,730.0,1958,31.0,COSTUME DESIGN,Cecil Beaton,Gigi,,,,,False,Single Winner
17281,731.0,1958,31.0,DIRECTING,Vincente Minnelli,Gigi,,,,,True,Single Winner
17281,734.0,1958,31.0,FILM EDITING,Adrienne Fazan,Gigi,,,,,False,Single Winner
17281,739.0,1958,31.0,MUSIC (Scoring of a Musical Picture),Andre Previn,Gigi,,,,,False,Single Winner
17281,740.0,1958,31.0,MUSIC (Song),Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Gigi,,,,,False,Single Winner
17281,747.0,1958,31.0,WRITING (Screenplay--based on material from another medium),Alan Jay Lerner,Gigi,,,,,False,Single Winner
10907,164.0,1938,11.0,ART DIRECTION,Carl J. Weyl,The Adventures of Robin Hood,,,,,True,Single Winner
10907,167.0,1938,11.0,FILM EDITING,Ralph Dawson,The Adventures of Robin Hood,,,,,False,Single Winner
10907,169.0,1938,11.0,MUSIC (Original Score),Erich Wolfgang Korngold,The Adventures of Robin Hood,,,,,False,Single Winner
1939,321.0,1944,17.0,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Laura,,,,,False,Single Winner
3598,139.0,1937,10.0,ART DIRECTION,Stephen Goosson,Lost Horizon,,,,,True,Single Winner
3598,144.0,1937,10.0,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,,,,,False,Single Winner
1712,677.0,1956,29.0,DIRECTING,George Stevens,Giant,,,,,True,Single Winner
220,639.0,1955,28.0,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,Kate,,,,True,Single Winner
3083,202.0,1939,12.0,WRITING (Original Story),Lewis R. Foster,Mr. Smith Goes to Washington,,,,,False,Single Winner
488,512.0,1951,24.0,ACTOR,Humphrey Bogart,The African Queen,Charlie Allnut,,,,True,Single Winner
22649,61.0,1932/33,6.0,CINEMATOGRAPHY,"Charles Bryant Lang, Jr.",A Farewell to Arms,,,,,False,Single Winner
22649,69.0,1932/33,6.0,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",A Farewell to Arms,,,,,False,Single Winner
39940,641.0,1955,28.0,ART DIRECTION (Color),"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley",Picnic,,,,,True,Single Winner
39940,650.0,1955,28.0,FILM EDITING,"Charles Nelson, William A. Lyon",Picnic,,,,,False,Single Winner
81310,1033.0,1968,41.0,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Winnie the Pooh and the Blustery Day,,,,,False,Single Winner
433,895.0,1964,37.0,ACTRESS,Julie Andrews,Mary Poppins,Mary Poppins,,,,True,Single Winner
433,907.0,1964,37.0,FILM EDITING,Cotton Warburton,Mary Poppins,,,,,False,Single Winner
433,910.0,1964,37.0,MUSIC (Music Score--substantially original),"Richard M. Sherman, Robert B. Sherman",Mary Poppins,,,,,False,Single Winner
433,912.0,1964,37.0,MUSIC (Song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,Mary Poppins,,,,,False,Single Winner
433,920.0,1964,37.0,SPECIAL VISUAL EFFECTS,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske",Mary Poppins,,,,,False,Single Winner
11360,242.0,1941,14.0,MUSIC (Scoring of a Musical Picture),"Frank Churchill, Oliver Wallace",Dumbo,,,,,False,Single Winner
12335,1114.0,1971,44.0,SPECIAL VISUAL EFFECTS,"Alan Maley, Eustace Lycett, Danny Lee",Bedknobs and Broomsticks,,,,,False,Single Winner
12092,2231.0,2010,83.0,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,,,,,True,Single Winner
12092,2234.0,2010,83.0,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,,,,,False,Single Winner
15121,929.0,1965,38.0,BEST PICTURE,"Robert Wise, Producer",The Sound of Music,,,,,False,Single Winner
15121,934.0,1965,38.0,DIRECTING,Robert Wise,The Sound of Music,,,,,True,Single Winner
15121,937.0,1965,38.0,FILM EDITING,William Reynolds,The Sound of Music,,,,,False,Single Winner
15121,943.0,1965,38.0,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,The Sound of Music,,,,,False,Single Winner
15121,948.0,1965,38.0,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Sound of Music,,,,,False,Single Winner
10586,1832.0,1996,69.0,SOUND EFFECTS EDITING,Bruce Stambler,The Ghost and the Darkness,,,,,False,Single Winner
66473,142.0,1937,10.0,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,,,,,True,Single Winner
623,1568.0,1988,61.0,ACTOR IN A SUPPORTING ROLE,Kevin Kline,A Fish Called Wanda,Otto,,,,True,Single Winner
12614,1412.0,1982,55.0,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,,,,,False,Single Winner
21711,1142.0,1972,45.0,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Jeremy Larner,The Candidate,,,,,False,Single Winner
11575,949.0,1965,38.0,SOUND EFFECTS,Tregoweth Brown,The Great Race,,,,,False,Single Winner
475,987.0,1967,40.0,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,Blanche Barrow,,,,True,Single Winner
475,990.0,1967,40.0,CINEMATOGRAPHY,Burnett Guffey,Bonnie and Clyde,,,,,False,Single Winner
11331,738.0,1958,31.0,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,The Old Man and the Sea,,,,,False,Single Winner
11331,1919.0,1999,72.0,SHORT FILM (Animated),Alexander Petrov,The Old Man and the Sea,,,,,False,Single Winner
88,1556.0,1987,60.0,MUSIC (Original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,,,,,False,Single Winner
792,1515.0,1986,59.0,BEST PICTURE,"Arnold Kopelson, Producer",Platoon,,,,,False,Single Winner
792,1518.0,1986,59.0,DIRECTING,Oliver Stone,Platoon,,,,,True,Single Winner
792,1522.0,1986,59.0,FILM EDITING,Claire Simpson,Platoon,,,,,False,Single Winner
792,1534.0,1986,59.0,SOUND,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,,,,,False,Single Winner
11386,1715.0,1992,65.0,WRITING (Screenplay Written Directly for the Screen),Neil Jordan,The Crying Game,,,,,True,Single Winner
15764,1396.0,1982,55.0,ACTRESS IN A LEADING ROLE,Meryl Streep,Sophie's Choice,Sophie,,,,True,Single Winner
25842,1137.0,1972,45.0,SHORT SUBJECT (Animated),"Richard Williams, Producer",A Christmas Carol,,,,,False,Single Winner
744,1529.0,1986,59.0,MUSIC (Original Song),Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,,,,,False,Single Winner
