movie_id,title,budget_rank,budget,revenue,gross_profit,release_date,release_season,runtime,vote_average,vote_count
40490,Man of the House,,,,,1995-03-03,Spring,96,5.1,40
24070,Mixed Nuts,3435.0,15000000,,,1994-12-21,Winter,97,5.2,37
8986,Milk Money,,,18137661,,1994-08-31,Summer,108,5.6,49
10510,Miracle on 34th Street,,,46264384,,1994-11-18,Fall,114,6.4,199
17402,Miami Rhapsody,,,,,1995-01-27,Winter,95,5.6,7
38722,My Family,5133.0,5500000,,,1995-05-03,Spring,128,7.0,11
8438,Murder in the First,,,17381942,,1995-01-20,Winter,122,6.9,140
11593,Nobody's Fool,,,,,1994-12-23,Winter,110,7.0,56
1945,Nell,1829.0,31000000,106683817,75683817,1994-12-23,Winter,112,6.1,128
39310,New Jersey Drive,,,,,1995-04-19,Spring,98,6.9,7
109560,New York Cop,,,,,1993-08-14,Summer,93,,
56428,Beyond Bedlam,5466.0,4800000,,,1994-04-22,Spring,89,4.0,4
63105,Nemesis 2 - Nebula,,,,,1995-09-26,Fall,83,4.6,10
131957,Nina Takes a Lover,,,,,1995-03-03,Spring,100,7.4,4
241,Natural Born Killers,1739.0,34000000,50282766,16282766,1994-08-25,Summer,119,6.9,927
9058,Only You,,,,,1994-09-17,Fall,115,6.4,92
527,Once Were Warriors,,,2201126,,1994-09-02,Fall,99,7.6,106
18220,Poison Ivy II: Lily,,,,,1996-01-16,Winter,106,4.6,32
6950,Outbreak,1172.0,50000000,189859560,139859560,1995-03-10,Spring,127,6.4,522
101,Leon: The Professional,3199.0,16000000,45284974,29284974,1994-09-14,Fall,110,8.2,4293
63020,The Perez Family,3949.0,11000000,2832826,-8167174,1995-05-12,Spring,113,6.6,9
2307,A Pyromaniac's Love Story,,,,,1995-04-28,Spring,94,7.0,2
680,Pulp Fiction,4589.0,8000000,213928762,205928762,1994-09-10,Fall,154,8.3,8670
41478,Panther,,,6834525,,1995-11-10,Fall,124,6.4,6
25296,Pushing Hands,7919.0,400000,152322,-247678,1992-02-01,Winter,105,6.1,9
40156,Priest,,,4176932,,1994-01-01,Winter,98,6.4,32
11450,Quiz Show,,,,,1994-09-16,Fall,133,7.1,262
30304,Picture Bride,,,,,1995-05-05,Spring,94,7.4,5
10452,Queen Margot,,,,,1994-05-13,Spring,162,7.0,67
12106,The Quick and the Dead,1805.0,32000000,18552460,-13447540,1995-02-09,Winter,107,6.2,431
161495,Roommates,2565.0,22000000,12400000,-9600000,1995-03-01,Spring,108,6.4,7
3586,Prêt-à-Porter,3435.0,15000000,11300653,-3699347,1994-12-23,Winter,133,5.3,33
110,Three Colors: Red,,,,,1994-05-27,Spring,99,7.8,246
108,Three Colors: Blue,,,,,1993-01-10,Winter,98,7.7,311
109,Three Colors: White,,,,,1994-01-26,Winter,91,7.3,218
159185,"Red Firecracker, Green Firecracker",,,,,1994-10-14,Fall,111,7.0,2
36357,Rent-a-Kid,,,,,1995-01-01,Winter,85,5.1,15
92769,Relative Fear,,,,,1995-10-03,Fall,90,4.7,3
28033,Stuart Saves His Family,,,,,1995-04-12,Spring,95,5.0,6
22586,The Swan Princess,1725.0,35000000,9771658,-25228342,1994-11-18,Fall,89,6.5,251
14334,The Secret of Roan Inish,,,,,1994-01-01,Winter,97,6.1,15
2636,The Specialist,1286.0,45000000,170362582,125362582,1994-10-07,Fall,110,5.5,317
2164,Stargate,1010.0,55000000,196567262,141567262,1994-10-27,Fall,121,6.8,942
11395,The Santa Clause,2565.0,22000000,189833357,167833357,1994-11-10,Fall,97,6.3,501
278,The Shawshank Redemption,2395.0,25000000,28341469,3341469,1994-09-23,Fall,142,8.5,8358
9905,Shallow Grave,,,,,1994-12-22,Winter,92,7.0,247
87078,Suture,,,102780,,1993-09-14,Fall,96,6.0,7
12527,Strawberry and Chocolate,,,,,1993-01-01,Winter,108,7.1,16
20306,Swimming with Sharks,,,,,1994-09-10,Fall,101,6.7,104
36614,The Sum of Us,,,,,1994-07-12,Summer,100,6.0,21
27993,Senior Trip,,,,,1995-09-08,Fall,91,5.7,23
31439,To Live,,,,,1994-06-30,Summer,125,7.7,62
9067,Tank Girl,2395.0,25000000,4064495,-20935505,1995-03-31,Spring,98,5.5,140
9059,Tales from the Crypt: Demon Knight,,,,,1995-01-13,Winter,92,6.7,96
193,Star Trek: Generations,1544.0,38000000,120000000,82000000,1994-11-17,Fall,118,6.4,461
25066,Tales from the Hood,5081.0,6000000,12000000,6000000,1995-05-24,Spring,98,5.4,33
46797,Tom & Viv,,,,,1994-04-15,Spring,115,5.8,8
12122,Village of the Damned,,,,,1995-04-28,Spring,99,5.6,165
11381,Tommy Boy,,,32648673,,1995-03-31,Spring,97,6.8,321
32636,Vanya on 42nd Street,,,,,1994-09-13,Fall,119,6.1,15
36141,The Underneath,4876.0,6500000,,,1995-04-28,Spring,99,5.6,15
95963,The Walking Dead,,,,,1995-02-24,Winter,88,6.6,4
1587,What's Eating Gilbert Grape,3949.0,11000000,10032765,-967235,1993-12-17,Winter,118,7.5,943
9271,Virtuosity,2019.0,30000000,24048000,-5952000,1995-08-04,Summer,106,5.4,163
2064,While You Were Sleeping,3109.0,17000000,182057016,165057016,1995-04-21,Spring,103,6.5,340
19855,The War,,,,,1994-11-04,Fall,126,6.3,39
60855,Double Happiness,,,759393,,1994-09-07,Fall,87,5.5,2
236,Muriel's Wedding,6230.0,3000000,15119639,12119639,1994-09-29,Fall,106,6.9,104
48287,The Baby-Sitters Club,,,,,1995-08-18,Summer,94,5.3,23
3049,Ace Ventura: Pet Detective,3435.0,15000000,107217396,92217396,1994-02-04,Winter,86,6.4,1684
2759,"The Adventures of Priscilla, Queen of the Desert",,,11220670,,1994-05-31,Spring,104,7.2,174
12635,Backbeat,,,,,1994-04-01,Spring,100,6.2,37
10497,Bitter Moon,5452.0,5000000,1862805,-3137195,1992-09-02,Fall,139,7.0,115
11382,Bullets Over Broadway,,,,,1994-10-14,Fall,98,7.0,130
9331,Clear and Present Danger,812.0,62000000,215887717,153887717,1994-08-03,Summer,141,6.4,390
10731,The Client,1286.0,45000000,117615211,72615211,1994-07-20,Summer,119,6.4,287
